Date,Amount,Category
2023-04-27,115.2,Groceries
2023-04-28,57.66,Subscriptions
2023-04-29,46.91,Dining Out
2023-04-30,20.92,Dining Out
2023-05-01,5.28,Subscriptions
2023-05-02,43.11,Healthcare
2023-05-03,33.54,Healthcare
2023-05-04,113.0,Transport
2023-05-05,46.17,Utilities
2023-05-06,148.52,Entertainment
2023-05-07,183.15,Healthcare
2023-05-08,168.18,Subscriptions
2023-05-09,62.87,Entertainment
2023-05-10,8.02,Dining Out
2023-05-11,90.16,Subscriptions
2023-05-12,82.76,Groceries
2023-05-13,5.25,Utilities
2023-05-14,125.82,Subscriptions
2023-05-15,188.73,Dining Out
2023-05-16,175.07,Dining Out
2023-05-17,100.53,Dining Out
2023-05-18,38.22,Dining Out
2023-05-19,137.81,Groceries
2023-05-20,130.57,Utilities
2023-05-21,103.91,Utilities
2023-05-22,156.83,Groceries
2023-05-23,78.59,Healthcare
2023-05-24,62.39,Groceries
2023-05-25,135.79,Dining Out
2023-05-26,139.36,Entertainment
2023-05-27,188.55,Entertainment
2023-05-28,99.2,Transport
2023-05-29,111.54,Dining Out
2023-05-30,156.06,Groceries
2023-05-31,151.99,Healthcare
2023-06-01,58.34,Healthcare
2023-06-02,36.71,Transport
2023-06-03,179.35,Groceries
2023-06-04,166.12,Groceries
2023-06-05,9.51,Healthcare
2023-06-06,107.73,Utilities
2023-06-07,193.72,Healthcare
2023-06-08,31.29,Utilities
2023-06-09,38.25,Dining Out
2023-06-10,38.73,Dining Out
2023-06-11,104.59,Subscriptions
2023-06-12,77.27,Groceries
2023-06-13,144.04,Utilities
2023-06-14,121.31,Transport
2023-06-15,162.95,Entertainment
2023-06-16,109.75,Transport
2023-06-17,29.74,Entertainment
2023-06-18,93.99,Groceries
2023-06-19,79.07,Subscriptions
2023-06-20,7.09,Groceries
2023-06-21,109.8,Subscriptions
2023-06-22,19.65,Dining Out
2023-06-23,108.64,Transport
2023-06-24,73.53,Utilities
2023-06-25,50.03,Groceries
2023-06-26,91.43,Transport
2023-06-27,162.38,Subscriptions
2023-06-28,23.77,Groceries
2023-06-29,128.15,Dining Out
2023-06-30,89.6,Subscriptions
2023-07-01,79.86,Utilities
2023-07-02,162.81,Utilities
2023-07-03,113.16,Healthcare
2023-07-04,198.69,Dining Out
2023-07-05,46.82,Entertainment
2023-07-06,137.25,Dining Out
2023-07-07,95.89,Groceries
2023-07-08,139.07,Healthcare
2023-07-09,32.53,Subscriptions
2023-07-10,160.75,Utilities
2023-07-11,88.54,Groceries
2023-07-12,186.56,Entertainment
2023-07-13,42.43,Transport
2023-07-14,178.46,Entertainment
2023-07-15,98.0,Entertainment
2023-07-16,136.17,Entertainment
2023-07-17,193.45,Dining Out
2023-07-18,17.24,Entertainment
2023-07-19,174.51,Transport
2023-07-20,197.13,Utilities
2023-07-21,54.85,Groceries
2023-07-22,138.7,Entertainment
2023-07-23,25.13,Dining Out
2023-07-24,159.09,Utilities
2023-07-25,35.57,Dining Out
2023-07-26,135.96,Groceries
2023-07-27,83.34,Dining Out
2023-07-28,96.39,Entertainment
2023-07-29,106.53,Dining Out
2023-07-30,59.14,Groceries
2023-07-31,69.39,Transport
2023-08-01,9.85,Utilities
2023-08-02,96.75,Groceries
2023-08-03,5.4,Groceries
2023-08-04,94.33,Dining Out
2023-08-05,102.73,Transport
2023-08-06,163.53,Dining Out
2023-08-07,146.73,Transport
2023-08-08,107.53,Groceries
2023-08-09,153.29,Utilities
2023-08-10,96.52,Utilities
2023-08-11,118.84,Utilities
2023-08-12,96.34,Dining Out
2023-08-13,130.91,Healthcare
2023-08-14,9.12,Subscriptions
2023-08-15,43.55,Dining Out
2023-08-16,174.4,Utilities
2023-08-17,80.07,Dining Out
2023-08-18,124.35,Subscriptions
2023-08-19,105.5,Entertainment
2023-08-20,17.07,Transport
2023-08-21,195.57,Entertainment
2023-08-22,41.95,Transport
2023-08-23,88.41,Healthcare
2023-08-24,115.29,Dining Out
2023-08-25,85.79,Groceries
2023-08-26,70.18,Dining Out
2023-08-27,65.92,Dining Out
2023-08-28,92.89,Dining Out
2023-08-29,168.54,Dining Out
2023-08-30,151.24,Entertainment
2023-08-31,86.89,Utilities
2023-09-01,106.87,Entertainment
2023-09-02,160.6,Entertainment
2023-09-03,103.94,Subscriptions
2023-09-04,66.75,Groceries
2023-09-05,161.76,Subscriptions
2023-09-06,188.4,Entertainment
2023-09-07,167.7,Utilities
2023-09-08,92.89,Healthcare
2023-09-09,132.78,Entertainment
2023-09-10,158.95,Subscriptions
2023-09-11,45.35,Transport
2023-09-12,192.43,Groceries
2023-09-13,89.4,Transport
2023-09-14,190.57,Groceries
2023-09-15,172.04,Healthcare
2023-09-16,160.85,Utilities
2023-09-17,142.47,Dining Out
2023-09-18,157.49,Healthcare
2023-09-19,130.89,Groceries
2023-09-20,16.9,Groceries
2023-09-21,142.63,Dining Out
2023-09-22,44.38,Subscriptions
2023-09-23,86.29,Subscriptions
2023-09-24,148.1,Dining Out
2023-09-25,131.19,Transport
2023-09-26,76.08,Dining Out
2023-09-27,16.04,Subscriptions
2023-09-28,70.48,Healthcare
2023-09-29,140.13,Transport
2023-09-30,83.59,Groceries
2023-10-01,182.85,Subscriptions
2023-10-02,76.02,Dining Out
2023-10-03,152.85,Utilities
2023-10-04,41.53,Dining Out
2023-10-05,40.82,Transport
2023-10-06,85.18,Utilities
2023-10-07,191.36,Dining Out
2023-10-08,16.6,Groceries
2023-10-09,96.4,Subscriptions
2023-10-10,97.61,Groceries
2023-10-11,109.4,Subscriptions
2023-10-12,37.75,Groceries
2023-10-13,39.47,Healthcare
2023-10-14,140.88,Groceries
2023-10-15,77.76,Entertainment
2023-10-16,29.67,Dining Out
2023-10-17,90.07,Transport
2023-10-18,162.55,Groceries
2023-10-19,136.23,Transport
2023-10-20,8.79,Utilities
2023-10-21,79.81,Healthcare
2023-10-22,33.41,Utilities
2023-10-23,176.44,Utilities
2023-10-24,96.28,Entertainment
2023-10-25,142.23,Dining Out
2023-10-26,192.11,Groceries
2023-10-27,111.3,Healthcare
2023-10-28,154.74,Dining Out
2023-10-29,141.98,Dining Out
2023-10-30,77.57,Utilities
2023-10-31,56.01,Dining Out
2023-11-01,142.83,Subscriptions
2023-11-02,116.4,Healthcare
2023-11-03,31.81,Dining Out
2023-11-04,176.62,Healthcare
2023-11-05,174.51,Healthcare
2023-11-06,166.45,Dining Out
2023-11-07,135.37,Dining Out
2023-11-08,69.24,Healthcare
2023-11-09,73.44,Healthcare
2023-11-10,63.09,Groceries
2023-11-11,175.28,Groceries
2023-11-12,117.34,Utilities
2023-11-13,161.02,Entertainment
2023-11-14,170.62,Entertainment
2023-11-15,162.0,Groceries
2023-11-16,21.75,Utilities
2023-11-17,29.73,Dining Out
2023-11-18,93.31,Dining Out
2023-11-19,179.14,Entertainment
2023-11-20,142.81,Subscriptions
2023-11-21,16.01,Entertainment
2023-11-22,198.07,Entertainment
2023-11-23,71.95,Groceries
2023-11-24,73.91,Transport
2023-11-25,14.62,Subscriptions
2023-11-26,193.33,Dining Out
2023-11-27,54.4,Subscriptions
2023-11-28,142.81,Dining Out
2023-11-29,66.19,Healthcare
2023-11-30,198.03,Transport
2023-12-01,20.22,Groceries
2023-12-02,68.76,Dining Out
2023-12-03,126.26,Subscriptions
2023-12-04,87.73,Transport
2023-12-05,169.85,Utilities
2023-12-06,163.43,Dining Out
2023-12-07,145.13,Healthcare
2023-12-08,40.92,Groceries
2023-12-09,148.03,Transport
2023-12-10,117.87,Transport
2023-12-11,125.03,Healthcare
2023-12-12,96.28,Dining Out
2023-12-13,172.26,Dining Out
2023-12-14,160.57,Healthcare
2023-12-15,106.87,Entertainment
2023-12-16,185.5,Groceries
2023-12-17,87.47,Transport
2023-12-18,40.19,Utilities
2023-12-19,174.27,Healthcare
2023-12-20,79.99,Dining Out
2023-12-21,159.41,Dining Out
2023-12-22,153.11,Transport
2023-12-23,126.01,Dining Out
2023-12-24,6.91,Subscriptions
2023-12-25,126.58,Healthcare
2023-12-26,125.98,Entertainment
2023-12-27,133.8,Groceries
2023-12-28,178.06,Transport
2023-12-29,43.19,Transport
2023-12-30,97.31,Subscriptions
2023-12-31,96.63,Utilities
2024-01-01,22.46,Utilities
2024-01-02,103.07,Healthcare
2024-01-03,48.66,Groceries
2024-01-04,64.68,Healthcare
2024-01-05,94.56,Transport
2024-01-06,60.77,Groceries
2024-01-07,175.9,Subscriptions
2024-01-08,53.52,Healthcare
2024-01-09,104.52,Healthcare
2024-01-10,101.31,Entertainment
2024-01-11,188.26,Subscriptions
2024-01-12,159.08,Transport
2024-01-13,134.33,Entertainment
2024-01-14,66.96,Transport
2024-01-15,192.61,Dining Out
2024-01-16,185.68,Subscriptions
2024-01-17,136.62,Subscriptions
2024-01-18,170.62,Transport
2024-01-19,199.4,Healthcare
2024-01-20,101.7,Healthcare
2024-01-21,60.39,Entertainment
2024-01-22,116.43,Groceries
2024-01-23,77.5,Healthcare
2024-01-24,162.09,Dining Out
2024-01-25,63.57,Transport
2024-01-26,34.49,Groceries
2024-01-27,171.5,Healthcare
2024-01-28,121.23,Utilities
2024-01-29,114.47,Transport
2024-01-30,162.07,Transport
2024-01-31,166.2,Healthcare
2024-02-01,161.36,Utilities
2024-02-02,59.16,Entertainment
2024-02-03,83.73,Healthcare
2024-02-04,177.96,Entertainment
2024-02-05,114.06,Dining Out
2024-02-06,59.43,Subscriptions
2024-02-07,188.2,Transport
2024-02-08,135.51,Healthcare
2024-02-09,40.45,Utilities
2024-02-10,51.13,Subscriptions
2024-02-11,6.64,Subscriptions
2024-02-12,196.68,Subscriptions
2024-02-13,156.05,Utilities
2024-02-14,95.06,Healthcare
2024-02-15,9.52,Transport
2024-02-16,162.25,Utilities
2024-02-17,129.03,Utilities
2024-02-18,191.92,Transport
2024-02-19,118.72,Groceries
2024-02-20,31.44,Groceries
2024-02-21,84.23,Dining Out
2024-02-22,168.68,Transport
2024-02-23,117.45,Dining Out
2024-02-24,153.82,Transport
2024-02-25,19.01,Healthcare
2024-02-26,180.36,Utilities
2024-02-27,109.94,Transport
2024-02-28,173.28,Subscriptions
2024-02-29,192.56,Utilities
2024-03-01,89.88,Transport
2024-03-02,52.54,Groceries
2024-03-03,91.61,Subscriptions
2024-03-04,187.28,Entertainment
2024-03-05,91.63,Healthcare
2024-03-06,134.18,Subscriptions
2024-03-07,123.54,Entertainment
2024-03-08,5.89,Groceries
2024-03-09,118.42,Groceries
2024-03-10,33.14,Transport
2024-03-11,121.73,Groceries
2024-03-12,78.97,Groceries
2024-03-13,171.82,Subscriptions
2024-03-14,58.9,Dining Out
2024-03-15,193.32,Utilities
2024-03-16,185.1,Groceries
2024-03-17,105.41,Transport
2024-03-18,188.75,Utilities
2024-03-19,66.04,Subscriptions
2024-03-20,146.03,Healthcare
2024-03-21,20.43,Dining Out
2024-03-22,157.53,Subscriptions
2024-03-23,186.66,Utilities
2024-03-24,15.82,Utilities
2024-03-25,182.53,Transport
2024-03-26,134.61,Groceries
2024-03-27,70.19,Entertainment
2024-03-28,160.01,Dining Out
2024-03-29,170.82,Subscriptions
2024-03-30,80.02,Utilities
2024-03-31,115.42,Subscriptions
2024-04-01,155.64,Groceries
2024-04-02,120.4,Dining Out
2024-04-03,166.6,Entertainment
2024-04-04,151.27,Transport
2024-04-05,140.6,Groceries
2024-04-06,144.26,Groceries
2024-04-07,32.5,Subscriptions
2024-04-08,194.37,Subscriptions
2024-04-09,45.68,Entertainment
2024-04-10,56.6,Entertainment
2024-04-11,83.22,Utilities
2024-04-12,40.34,Subscriptions
2024-04-13,105.83,Transport
2024-04-14,182.36,Entertainment
2024-04-15,157.43,Dining Out
2024-04-16,110.32,Groceries
2024-04-17,80.72,Groceries
2024-04-18,177.53,Subscriptions
2024-04-19,90.78,Dining Out
2024-04-20,71.15,Groceries
2024-04-21,13.94,Healthcare
2024-04-22,178.56,Groceries
2024-04-23,62.25,Transport
2024-04-24,124.13,Dining Out
2024-04-25,177.01,Transport
2024-04-26,198.81,Dining Out
2024-04-27,83.58,Healthcare
2024-04-28,179.11,Dining Out
2024-04-29,46.28,Transport
2024-04-30,173.57,Healthcare
2024-05-01,140.33,Transport
2024-05-02,156.57,Transport
2024-05-03,187.27,Groceries
2024-05-04,147.5,Entertainment
2024-05-05,53.21,Subscriptions
2024-05-06,156.87,Transport
2024-05-07,199.16,Healthcare
2024-05-08,194.76,Dining Out
2024-05-09,91.18,Groceries
2024-05-10,116.88,Utilities
2024-05-11,195.47,Dining Out
2024-05-12,70.99,Healthcare
2024-05-13,172.81,Dining Out
2024-05-14,68.12,Dining Out
2024-05-15,195.55,Dining Out
2024-05-16,187.06,Healthcare
2024-05-17,109.09,Entertainment
2024-05-18,51.72,Utilities
2024-05-19,173.52,Transport
2024-05-20,120.9,Groceries
2024-05-21,125.54,Groceries
2024-05-22,101.07,Subscriptions
2024-05-23,49.8,Entertainment
2024-05-24,98.75,Entertainment
2024-05-25,141.68,Entertainment
2024-05-26,5.61,Subscriptions
2024-05-27,141.74,Healthcare
2024-05-28,103.35,Healthcare
2024-05-29,160.09,Subscriptions
2024-05-30,188.49,Dining Out
2024-05-31,39.29,Subscriptions
2024-06-01,43.44,Entertainment
2024-06-02,46.08,Transport
2024-06-03,64.15,Utilities
2024-06-04,126.1,Transport
2024-06-05,141.1,Dining Out
2024-06-06,83.04,Dining Out
2024-06-07,144.39,Subscriptions
2024-06-08,46.54,Utilities
2024-06-09,26.38,Subscriptions
2024-06-10,191.66,Transport
2024-06-11,22.34,Utilities
2024-06-12,128.45,Groceries
2024-06-13,128.63,Entertainment
2024-06-14,189.69,Groceries
2024-06-15,91.13,Utilities
2024-06-16,107.69,Utilities
2024-06-17,64.74,Transport
2024-06-18,44.29,Groceries
2024-06-19,145.6,Subscriptions
2024-06-20,161.2,Subscriptions
2024-06-21,166.9,Transport
2024-06-22,56.22,Groceries
2024-06-23,66.82,Entertainment
2024-06-24,121.52,Entertainment
2024-06-25,29.7,Healthcare
2024-06-26,198.69,Groceries
2024-06-27,108.87,Entertainment
2024-06-28,180.24,Dining Out
2024-06-29,191.16,Utilities
2024-06-30,27.48,Healthcare
2024-07-01,187.89,Utilities
2024-07-02,71.93,Subscriptions
2024-07-03,70.19,Utilities
2024-07-04,7.51,Transport
2024-07-05,154.48,Dining Out
2024-07-06,163.97,Groceries
2024-07-07,180.59,Dining Out
2024-07-08,82.84,Subscriptions
2024-07-09,63.0,Healthcare
2024-07-10,181.68,Subscriptions
2024-07-11,50.86,Utilities
2024-07-12,111.2,Transport
2024-07-13,151.38,Entertainment
2024-07-14,28.98,Dining Out
2024-07-15,10.21,Dining Out
2024-07-16,89.16,Dining Out
2024-07-17,65.7,Healthcare
2024-07-18,90.23,Entertainment
2024-07-19,139.52,Transport
2024-07-20,31.6,Entertainment
2024-07-21,101.36,Dining Out
2024-07-22,173.98,Utilities
2024-07-23,44.42,Healthcare
2024-07-24,11.45,Entertainment
2024-07-25,102.92,Groceries
2024-07-26,46.56,Subscriptions
2024-07-27,58.14,Healthcare
2024-07-28,141.77,Healthcare
2024-07-29,63.32,Dining Out
2024-07-30,197.42,Entertainment
2024-07-31,110.36,Transport
2024-08-01,173.25,Subscriptions
2024-08-02,135.34,Subscriptions
2024-08-03,27.61,Subscriptions
2024-08-04,48.67,Transport
2024-08-05,92.73,Subscriptions
2024-08-06,172.88,Utilities
2024-08-07,26.52,Utilities
2024-08-08,110.86,Dining Out
2024-08-09,27.85,Transport
2024-08-10,132.59,Entertainment
2024-08-11,142.25,Groceries
2024-08-12,54.09,Dining Out
2024-08-13,150.04,Utilities
2024-08-14,180.83,Entertainment
2024-08-15,7.24,Entertainment
2024-08-16,63.74,Transport
2024-08-17,55.27,Groceries
2024-08-18,77.6,Utilities
2024-08-19,132.86,Entertainment
2024-08-20,131.09,Groceries
2024-08-21,66.27,Dining Out
2024-08-22,119.66,Utilities
2024-08-23,18.16,Dining Out
2024-08-24,115.96,Subscriptions
2024-08-25,123.44,Groceries
2024-08-26,102.75,Healthcare
2024-08-27,125.29,Utilities
2024-08-28,188.78,Entertainment
2024-08-29,99.43,Subscriptions
2024-08-30,165.71,Groceries
2024-08-31,122.55,Transport
2024-09-01,95.03,Healthcare
2024-09-02,8.91,Subscriptions
2024-09-03,83.72,Entertainment
2024-09-04,8.69,Groceries
2024-09-05,76.53,Dining Out
2024-09-06,150.86,Entertainment
2024-09-07,92.68,Utilities
2024-09-08,12.79,Healthcare
2024-09-09,168.3,Utilities
2024-09-10,23.16,Transport
2024-09-11,160.98,Transport
2024-09-12,99.28,Entertainment
2024-09-13,104.65,Healthcare
2024-09-14,15.33,Healthcare
2024-09-15,111.55,Entertainment
2024-09-16,69.35,Groceries
2024-09-17,27.71,Transport
2024-09-18,119.41,Subscriptions
2024-09-19,170.36,Utilities
2024-09-20,187.72,Entertainment
2024-09-21,32.25,Utilities
2024-09-22,59.72,Utilities
2024-09-23,199.09,Healthcare
2024-09-24,142.38,Healthcare
2024-09-25,155.64,Entertainment
2024-09-26,19.31,Entertainment
2024-09-27,146.5,Utilities
2024-09-28,109.86,Subscriptions
2024-09-29,95.73,Groceries
2024-09-30,144.53,Utilities
2024-10-01,131.31,Subscriptions
2024-10-02,171.02,Groceries
2024-10-03,6.63,Dining Out
2024-10-04,179.68,Transport
2024-10-05,144.73,Transport
2024-10-06,47.68,Utilities
2024-10-07,74.44,Subscriptions
2024-10-08,39.78,Subscriptions
2024-10-09,136.33,Entertainment
2024-10-10,170.16,Dining Out
2024-10-11,197.44,Utilities
2024-10-12,92.56,Groceries
2024-10-13,90.14,Subscriptions
2024-10-14,154.78,Utilities
2024-10-15,12.38,Healthcare
2024-10-16,148.47,Entertainment
2024-10-17,63.72,Dining Out
2024-10-18,61.7,Utilities
2024-10-19,189.25,Utilities
2024-10-20,141.87,Entertainment
2024-10-21,70.7,Utilities
2024-10-22,55.87,Utilities
2024-10-23,126.24,Utilities
2024-10-24,101.53,Transport
2024-10-25,109.24,Subscriptions
2024-10-26,165.97,Utilities
2024-10-27,108.07,Healthcare
2024-10-28,124.05,Healthcare
2024-10-29,110.07,Transport
2024-10-30,121.68,Entertainment
2024-10-31,112.74,Transport
2024-11-01,101.38,Dining Out
2024-11-02,175.87,Transport
2024-11-03,43.43,Utilities
2024-11-04,62.26,Transport
2024-11-05,44.13,Dining Out
2024-11-06,169.12,Subscriptions
2024-11-07,46.12,Groceries
2024-11-08,175.57,Entertainment
2024-11-09,118.66,Utilities
2024-11-10,85.22,Entertainment
2024-11-11,46.33,Healthcare
2024-11-12,162.62,Groceries
2024-11-13,35.8,Healthcare
2024-11-14,61.27,Utilities
2024-11-15,62.73,Healthcare
2024-11-16,198.09,Entertainment
2024-11-17,84.81,Dining Out
2024-11-18,192.12,Transport
2024-11-19,82.9,Groceries
2024-11-20,178.31,Entertainment
2024-11-21,62.67,Groceries
2024-11-22,77.86,Utilities
2024-11-23,192.09,Transport
2024-11-24,106.4,Subscriptions
2024-11-25,123.06,Transport
2024-11-26,88.77,Dining Out
2024-11-27,136.61,Dining Out
2024-11-28,17.59,Transport
2024-11-29,164.35,Healthcare
2024-11-30,101.74,Utilities
2024-12-01,107.33,Subscriptions
2024-12-02,182.57,Subscriptions
2024-12-03,52.8,Dining Out
2024-12-04,132.38,Transport
2024-12-05,139.28,Utilities
2024-12-06,145.06,Utilities
2024-12-07,71.18,Healthcare
2024-12-08,109.18,Groceries
2024-12-09,162.69,Utilities
2024-12-10,21.33,Transport
2024-12-11,49.65,Transport
2024-12-12,119.17,Transport
2024-12-13,66.39,Groceries
2024-12-14,172.77,Healthcare
2024-12-15,43.08,Subscriptions
2024-12-16,48.22,Utilities
2024-12-17,185.32,Entertainment
2024-12-18,31.36,Dining Out
2024-12-19,38.93,Healthcare
2024-12-20,80.62,Utilities
2024-12-21,7.09,Dining Out
2024-12-22,57.59,Groceries
2024-12-23,25.19,Utilities
2024-12-24,87.94,Dining Out
2024-12-25,158.95,Healthcare
2024-12-26,63.45,Utilities
2024-12-27,114.88,Entertainment
2024-12-28,35.91,Groceries
2024-12-29,11.14,Subscriptions
2024-12-30,82.23,Transport
2024-12-31,6.82,Healthcare
2025-01-01,185.83,Entertainment
2025-01-02,15.63,Subscriptions
2025-01-03,96.3,Subscriptions
2025-01-04,169.17,Subscriptions
2025-01-05,112.56,Healthcare
2025-01-06,57.89,Groceries
2025-01-07,114.43,Healthcare
2025-01-08,15.64,Healthcare
2025-01-09,172.57,Utilities
2025-01-10,69.92,Transport
2025-01-11,41.11,Utilities
2025-01-12,187.06,Dining Out
2025-01-13,38.9,Entertainment
2025-01-14,185.3,Entertainment
2025-01-15,91.74,Dining Out
2025-01-16,150.56,Subscriptions
2025-01-17,198.79,Entertainment
2025-01-18,61.24,Transport
2025-01-19,56.45,Healthcare
2025-01-20,32.19,Transport
2025-01-21,63.85,Transport
2025-01-22,155.79,Entertainment
2025-01-23,41.7,Groceries
2025-01-24,184.49,Entertainment
2025-01-25,84.15,Groceries
2025-01-26,21.61,Dining Out
2025-01-27,70.32,Utilities
2025-01-28,70.05,Healthcare
2025-01-29,76.68,Transport
2025-01-30,53.66,Entertainment
2025-01-31,122.29,Subscriptions
2025-02-01,178.24,Utilities
2025-02-02,114.09,Utilities
2025-02-03,179.52,Subscriptions
2025-02-04,117.97,Healthcare
2025-02-05,185.55,Transport
2025-02-06,151.61,Healthcare
2025-02-07,28.14,Groceries
2025-02-08,44.8,Transport
2025-02-09,42.23,Groceries
2025-02-10,129.23,Subscriptions
2025-02-11,13.98,Subscriptions
2025-02-12,13.23,Entertainment
2025-02-13,78.26,Dining Out
2025-02-14,158.84,Healthcare
2025-02-15,40.61,Entertainment
2025-02-16,15.56,Entertainment
2025-02-17,37.95,Utilities
2025-02-18,86.16,Transport
2025-02-19,14.36,Transport
2025-02-20,51.95,Healthcare
2025-02-21,92.66,Groceries
2025-02-22,14.28,Dining Out
2025-02-23,80.67,Dining Out
2025-02-24,17.83,Groceries
2025-02-25,24.37,Groceries
2025-02-26,121.07,Entertainment
2025-02-27,190.78,Dining Out
2025-02-28,132.22,Entertainment
2025-03-01,26.78,Utilities
2025-03-02,103.96,Transport
2025-03-03,142.12,Dining Out
2025-03-04,73.03,Transport
2025-03-05,100.09,Healthcare
2025-03-06,148.38,Healthcare
2025-03-07,67.24,Groceries
2025-03-08,152.95,Entertainment
2025-03-09,114.82,Healthcare
2025-03-10,102.26,Utilities
2025-03-11,43.24,Utilities
2025-03-12,55.5,Healthcare
2025-03-13,57.41,Utilities
2025-03-14,128.4,Healthcare
2025-03-15,68.86,Entertainment
2025-03-16,30.78,Healthcare
2025-03-17,102.39,Groceries
2025-03-18,70.37,Healthcare
2025-03-19,73.21,Entertainment
2025-03-20,56.59,Subscriptions
2025-03-21,32.03,Dining Out
2025-03-22,67.82,Entertainment
2025-03-23,161.6,Healthcare
2025-03-24,37.74,Utilities
2025-03-25,179.8,Utilities
2025-03-26,117.88,Entertainment
2025-03-27,195.7,Dining Out
2025-03-28,66.56,Dining Out
2025-03-29,194.55,Transport
2025-03-30,183.57,Utilities
2025-03-31,168.84,Groceries
2025-04-01,65.29,Healthcare
2025-04-02,176.12,Dining Out
2025-04-03,95.29,Groceries
2025-04-04,126.98,Subscriptions
2025-04-05,86.73,Utilities
2025-04-06,63.52,Entertainment
2025-04-07,34.99,Groceries
2025-04-08,121.78,Healthcare
2025-04-09,31.02,Subscriptions
2025-04-10,120.73,Groceries
2025-04-11,50.75,Transport
2025-04-12,10.0,Transport
2025-04-13,15.23,Transport
2025-04-14,109.72,Dining Out
2025-04-15,22.24,Transport
2025-04-16,139.92,Transport
2025-04-17,115.34,Dining Out
2025-04-18,109.89,Utilities
2025-04-19,100.97,Entertainment
2025-04-20,106.59,Transport
2025-04-21,161.72,Dining Out
2025-04-22,169.3,Groceries
2025-04-23,144.9,Entertainment
2025-04-24,38.75,Healthcare
2025-04-25,82.11,Transport
2025-04-26,48.37,Dining Out
2025-04-27,103.09,Transport
2025-04-28,88.78,Groceries
2025-04-29,24.05,Subscriptions
2025-04-30,108.21,Transport
2025-05-01,147.48,Subscriptions
2025-05-02,98.29,Groceries
2025-05-03,139.62,Utilities
2025-05-04,187.16,Utilities
2025-05-05,43.75,Groceries
2025-05-06,152.96,Groceries
2025-05-07,47.57,Dining Out
2025-05-08,33.21,Subscriptions
2025-05-09,52.05,Subscriptions
2025-05-10,56.81,Groceries
2025-05-11,36.03,Groceries
2025-05-12,109.15,Transport
2025-05-13,88.63,Groceries
2025-05-14,162.46,Healthcare
2025-05-15,27.68,Utilities
2025-05-16,149.62,Transport
2025-05-17,26.08,Subscriptions
2025-05-18,29.69,Healthcare
2025-05-19,159.44,Utilities
2025-05-20,46.95,Groceries
2025-05-21,126.08,Entertainment
2025-05-22,35.5,Utilities
2025-05-23,167.83,Healthcare
2025-05-24,73.43,Dining Out
2025-05-25,170.85,Entertainment
2025-05-26,6.94,Healthcare
2025-05-27,34.66,Groceries
2025-05-28,191.85,Entertainment
2025-05-29,187.82,Transport
2025-05-30,49.16,Entertainment
2025-05-31,31.77,Healthcare
2025-06-01,164.35,Utilities
2025-06-02,149.57,Transport
2025-06-03,22.93,Groceries
2025-06-04,60.89,Groceries
2025-06-05,157.63,Utilities
2025-06-06,97.82,Subscriptions
2025-06-07,5.51,Healthcare
2025-06-08,56.31,Groceries
2025-06-09,43.6,Transport
2025-06-10,47.22,Subscriptions
2025-06-11,43.68,Healthcare
2025-06-12,170.54,Utilities
2025-06-13,42.54,Utilities
2025-06-14,157.77,Healthcare
2025-06-15,57.96,Utilities
2025-06-16,151.9,Utilities
2025-06-17,109.22,Healthcare
2025-06-18,74.62,Healthcare
2025-06-19,117.93,Subscriptions
2025-06-20,61.89,Transport
2025-06-21,142.1,Subscriptions
2025-06-22,108.77,Subscriptions
2025-06-23,87.64,Subscriptions
2025-06-24,97.47,Entertainment
2025-06-25,97.0,Dining Out
2025-06-26,73.93,Entertainment
2025-06-27,151.91,Subscriptions
2025-06-28,115.73,Healthcare
2025-06-29,85.83,Subscriptions
2025-06-30,19.27,Dining Out
2025-07-01,99.92,Healthcare
2025-07-02,101.6,Subscriptions
2025-07-03,90.43,Dining Out
2025-07-04,84.43,Groceries
2025-07-05,124.67,Utilities
2025-07-06,55.62,Groceries
2025-07-07,115.94,Utilities
2025-07-08,38.91,Subscriptions
2025-07-09,179.02,Entertainment
2025-07-10,127.68,Groceries
2025-07-11,95.14,Subscriptions
2025-07-12,15.39,Healthcare
2025-07-13,100.59,Entertainment
2025-07-14,84.0,Utilities
2025-07-15,179.93,Healthcare
2025-07-16,53.94,Subscriptions
2025-07-17,46.24,Entertainment
2025-07-18,160.61,Transport
2025-07-19,13.46,Transport
2025-07-20,50.22,Utilities
2025-07-21,30.17,Healthcare
2025-07-22,120.03,Transport
2025-07-23,196.47,Utilities
2025-07-24,125.77,Dining Out
2025-07-25,83.66,Healthcare
2025-07-26,95.42,Dining Out
2025-07-27,56.53,Utilities
2025-07-28,11.35,Groceries
2025-07-29,52.62,Subscriptions
2025-07-30,28.69,Healthcare
2025-07-31,70.89,Healthcare
2025-08-01,36.18,Transport
2025-08-02,120.69,Utilities
2025-08-03,39.11,Entertainment
2025-08-04,97.34,Groceries
2025-08-05,63.09,Utilities
2025-08-06,45.78,Healthcare
2025-08-07,140.43,Subscriptions
2025-08-08,89.67,Utilities
2025-08-09,156.6,Groceries
2025-08-10,22.09,Entertainment
2025-08-11,24.24,Dining Out
2025-08-12,151.41,Dining Out
2025-08-13,71.71,Utilities
2025-08-14,169.21,Entertainment
2025-08-15,61.62,Groceries
2025-08-16,82.44,Dining Out
2025-08-17,63.84,Dining Out
2025-08-18,139.15,Subscriptions
